acs_array_smote_total,gm_array_smote_total,f1macro_array_smote_total,acs_array_adasyn_total,gm_array_adasyn_total,f1macro_array_adasyn_total
0.9481092448170078,0.8170476361358613,0.698489115819149,0.9499613502091364,0.8228571075202629,0.7012125283653642
0.9487606076847286,0.8184106319504119,0.69113808782554,0.9506183914275412,0.8245614240835433,0.7021542216086596
0.9483483469595566,0.8165416962713998,0.6894098429154634,0.9133762034453223,0.7000273891213158,0.5318738135819306
0.9485917939571994,0.8173522703872953,0.6913510145952679,0.9461077529837411,0.8098462734621659,0.6777035507686031
0.9493200352433366,0.82019226195942,0.6976152750440676,0.9465328352457563,0.810599781944803,0.6795875071591224
0.9499305397470421,0.8211262128387524,0.696827280891959,0.942409811179372,0.7984297895947127,0.665311928301713
0.9494796254287481,0.8205877966480412,0.69975046742473,0.9429496451483906,0.7996903751169964,0.6643276760500262
0.9484482239974226,0.817711535616431,0.691646745535215,0.9484814059829129,0.8174389004007695,0.6903231465078943
0.9505752805746299,0.824040908318314,0.6989155779449231,0.948486973751488,0.8164126203485521,0.6876037132969095
0.9506771485002471,0.8235780841348346,0.6974557744242486,0.9471352459615883,0.8136395063078655,0.6855374964433596
